"height10","z","ci_low","ci_high","height_cm","sex","method"
16.1667226890756,-0.483536929496437,-0.547957807646753,-0.41911605134612,161.667226890756,"Female","Conditional"
16.1912605042017,-0.486299615677618,-0.550696989176337,-0.421902242178898,161.912605042017,"Female","Conditional"
16.2157983193277,-0.488844927553361,-0.553207795059134,-0.424482060047587,162.157983193277,"Female","Conditional"
16.2403361344538,-0.491164645705008,-0.555526558109573,-0.426802733300443,162.403361344538,"Female","Conditional"
16.2648739495798,-0.493250550713904,-0.557703491424134,-0.428797610003673,162.648739495798,"Female","Conditional"
16.2894117647059,-0.495094423161389,-0.559804008684337,-0.43038483763844,162.894117647059,"Female","Conditional"
16.3139495798319,-0.496688043628807,-0.561909132828545,-0.431466954429069,163.139495798319,"Female","Conditional"
16.338487394958,-0.4980231926975,-0.564114396051976,-0.431931989343024,163.38487394958,"Female","Conditional"
16.363025210084,-0.499092392271643,-0.566528267524526,-0.43165651701876,163.63025210084,"Female","Conditional"
16.3875630252101,-0.499896782133314,-0.569280403672392,-0.430513160594235,163.875630252101,"Female","Conditional"
16.4121008403361,-0.50044306198582,-0.572496948876447,-0.428389175095194,164.121008403361,"Female","Conditional"
16.4366386554622,-0.500738024197825,-0.576276894337045,-0.425199154058606,164.366386554622,"Female","Conditional"
16.4611764705882,-0.500788461137991,-0.580686584116659,-0.420890338159323,164.611764705882,"Female","Conditional"
16.4857142857143,-0.50060116517498,-0.585759567046287,-0.415442763303672,164.857142857143,"Female","Conditional"
16.5102521008403,-0.500182928677454,-0.59150093136417,-0.408864925990738,165.102521008403,"Female","Conditional"
16.5347899159664,-0.499540544014075,-0.597894220748529,-0.401186867279621,165.347899159664,"Female","Conditional"
16.5593277310924,-0.498680803553505,-0.604908837184299,-0.392452769922712,165.593277310924,"Female","Conditional"
16.5838655462185,-0.497610499664407,-0.612506453860366,-0.382714545468449,165.838655462185,"Female","Conditional"
16.6084033613445,-0.496336424715443,-0.620645798333145,-0.372027051097742,166.084033613445,"Female","Conditional"
16.6329411764706,-0.494865371075276,-0.629285799756568,-0.360444942393983,166.329411764706,"Female","Conditional"
16.6574789915966,-0.493204131112566,-0.638387411160105,-0.348020851065027,166.574789915966,"Female","Conditional"
16.6820168067227,-0.491359497195977,-0.647914494050323,-0.334804500341631,166.820168067227,"Female","Conditional"
16.7065546218487,-0.489338261694171,-0.657834104406938,-0.320842418981404,167.065546218487,"Female","Conditional"
16.7310924369748,-0.487147216975809,-0.66811643158183,-0.306178002369789,167.310924369748,"Female","Conditional"
16.7556302521008,-0.484793155409555,-0.678734558182053,-0.290851752637058,167.556302521008,"Female","Conditional"
16.7801680672269,-0.48228286936407,-0.689664144752096,-0.274901593976044,167.801680672269,"Female","Conditional"
16.8047058823529,-0.479623151208017,-0.700883098898915,-0.258363203517118,168.047058823529,"Female","Conditional"
16.829243697479,-0.476820793310057,-0.712371260337972,-0.241270326282141,168.29243697479,"Female","Conditional"
16.853781512605,-0.473882588038853,-0.724110116396346,-0.22365505968136,168.53781512605,"Female","Conditional"
16.8783193277311,-0.470815327763067,-0.73608255286009,-0.205548102666044,168.783193277311,"Female","Conditional"
16.9028571428571,-0.467625804851362,-0.748272639899219,-0.186978969803504,169.028571428571,"Female","Conditional"
16.9273949579832,-0.464320811672399,-0.760665450304092,-0.167976173040706,169.273949579832,"Female","Conditional"
16.9519327731092,-0.460907140594841,-0.77324690627024,-0.148567374919441,169.519327731092,"Female","Conditional"
16.9764705882353,-0.45739158398735,-0.78600365078139,-0.12877951719331,169.764705882353,"Female","Conditional"
17.0010084033613,-0.453780934218587,-0.798922939858331,-0.108638928578843,170.010084033613,"Female","Conditional"
17.0255462184874,-0.450081983657217,-0.811992552335624,-0.08817141497881,170.255462184874,"Female","Conditional"
